Date;Close;High;Low;Open;Volume;RSI;Bandwidth;%B
2022-05-16;110.8105010986328;113.99250030517578;110.35399627685548;113.0999984741211;74566000;31.263246124858213;52.63736509691776;0.24683514037919355
2022-05-17;115.36849975585938;115.8000030517578;111.27649688720705;113.2750015258789;76448000;37.028007651041314;49.34063068089659;0.3332717941982687
2022-05-18;107.1125030517578;112.85299682617188;106.2490005493164;111.4394989013672;108380000;31.82205152440669;47.23660002769516;0.22108854318535212
2022-05-19;107.31900024414062;110.03399658203124;106.19300079345705;106.28050231933594;88142000;32.079269803842806;45.429026491162574;0.24601533730261674
2022-05-20;107.59100341796876;109.89800262451172;105.0094985961914;109.56849670410156;99500000;32.44083504791739;43.56818186538122;0.27162675438641454
2022-05-23;107.55699920654295;108.81900024414062;103.9499969482422;108.46099853515624;107798000;32.417601869139204;39.88432430808714;0.2867969865230609
2022-05-24;104.0999984741211;105.4000015258789;101.26000213623048;104.0250015258789;102934000;30.060570938955493;37.760882337535584;0.23266727546199079
2022-05-25;106.7750015258789;108.1750030517578;103.6500015258789;103.65550231933594;93120000;34.05604990905236;34.31983254015878;0.31010274958438266
2022-05-26;111.07749938964844;112.66549682617188;107.45349884033205;107.97000122070312;93002000;39.99382539898168;24.517144780180562;0.446888278208536
2022-05-27;115.14649963378906;115.18699645996094;112.62799835205078;113.5500030517578;93660000;45.03452201575679;22.801657621504773;0.619740680221017
2022-05-31;120.20950317382812;121.99449920654295;115.6750030517578;116.27999877929688;144634000;50.59567435749019;21.56383330501282;0.8456252152256425
2022-06-01;121.68399810791016;125.1790008544922;120.62249755859376;122.25599670410156;127528000;52.11514630055004;20.720042117816877;0.9293468901835791
2022-06-02;125.51100158691406;125.61000061035156;120.04499816894533;121.68399810791016;100560000;55.90576240303693;20.542521476276544;1.1007973038377825
2022-06-03;122.3499984741211;124.4000015258789;121.04650115966795;124.1999969482422;97604000;52.228141492259816;21.832306652305274;0.9224039874094853
2022-06-06;124.79000091552734;128.99000549316406;123.80999755859376;125.25;135269000;54.70505122283729;23.822365430647203;0.9577361908964068
2022-06-07;123.0;124.0999984741211;120.62999725341795;122.01000213623048;85156700;52.5523780877108;24.77785790276933;0.8481966695509934
2022-06-08;121.18000030517578;123.75;120.75;122.61000061035156;64926600;50.3815523972402;25.096508173647404;0.756654195377229
2022-06-09;116.1500015258789;121.3000030517578;116.0999984741211;119.98999786376952;67029800;44.86552311654975;24.07674840675743;0.5640559411989644
2022-06-10;109.6500015258789;114.5;109.0500030517578;113.41999816894533;87266000;38.93343136531897;23.619170756998844;0.31988875789318816
2022-06-13;103.66999816894533;106.54000091552734;101.86000061035156;104.19000244140624;99277700;34.42393178584348;25.116891747778823;0.1375608246550586
2022-06-14;102.30999755859376;104.87999725341795;101.43000030517578;104.19000244140624;69728800;33.47433340498948;26.688443937849264;0.12679582459425565
2022-06-15;107.66999816894533;109.05999755859376;103.52999877929688;103.86000061035156;85011100;40.44692320585797;27.12057728578402;0.31855167097871884
2022-06-16;103.66000366210938;104.58000183105467;102.01000213623048;104.47000122070312;82186300;37.29738496071596;27.773113707816666;0.20034704934520994
2022-06-17;106.22000122070312;106.9800033569336;102.51000213623048;102.8000030517578;99772100;40.483623840210925;27.941587692381447;0.2848176048520585
2022-06-21;108.68000030517578;111.62999725341795;103.55999755859376;108.1999969482422;70901200;43.457011375694165;27.808150230773943;0.36039536360147933
2022-06-22;108.9499969482422;112.12999725341795;107.0199966430664;107.43000030517578;60040100;43.788940158076265;27.638653985186572;0.3660326624422484
2022-06-23;112.44000244140624;113.0;107.93000030517578;110.38999938964844;64345300;48.035392314103106;26.565962647265877;0.46300056286182345
2022-06-24;116.45999908447266;116.70999908447266;111.43000030517578;112.37999725341795;69867600;52.48779007693439;25.957363966214835;0.5817371499103735
2022-06-27;113.22000122070312;117.9800033569336;112.6999969482422;117.08999633789062;62133200;48.85454267214299;25.83414220942461;0.4685459761784785
2022-06-28;107.4000015258789;114.8499984741211;107.04000091552734;113.5;74942900;43.08518378490256;26.412661138296755;0.2883248907972607
2022-06-29;108.91999816894533;110.98999786376952;106.91000366210938;107.37999725341795;66375300;44.914807679829806;26.254207147017123;0.35612561970976236
2022-06-30;106.20999908447266;108.18000030517578;102.5199966430664;108.11000061035156;97679400;42.30369288763826;26.00978451197599;0.28755488052401046
2022-07-01;109.55999755859376;109.75;105.8499984741211;106.29000091552734;73021200;46.448180096198364;23.943787454617336;0.4227563115556376
2022-07-05;113.5;114.08000183105467;106.31999969482422;107.5999984741211;76583700;50.914148829049616;22.43147372528708;0.59294395484609
2022-07-06;114.33000183105467;115.4800033569336;112.01000213623048;113.20999908447266;66958900;51.825582685528346;19.744899232350697;0.6680130192548329
2022-07-07;116.33000183105467;116.98999786376952;113.48999786376952;113.8499984741211;57872300;54.04012166843597;17.657750739119333;0.8082234570191423
2022-07-08;115.54000091552734;116.58000183105467;113.69000244140624;114.5999984741211;45719700;53.00365589002452;15.889391911580836;0.8143508371626161
2022-07-11;111.75;114.3000030517578;110.87000274658205;114.08000183105467;53487600;48.22498467325646;15.167115428811718;0.6156566815131354
2022-07-12;109.22000122070312;113.2300033569336;108.33999633789062;112.16000366210938;54280300;45.28959702834445;15.177188416979002;0.46507627728876405
2022-07-13;110.4000015258789;111.77999877929688;106.01000213623048;107.02999877929688;61353800;46.91264350073732;14.243805825619221;0.5166689663410728
2022-07-14;110.62999725341795;111.18000030517578;107.58000183105467;110.23999786376952;51163100;47.241176107304874;12.61510288134663;0.5054133086385003
2022-07-15;113.5500030517578;115.58999633789062;111.58999633789062;112.5;84317800;51.35699629296815;12.553771985515647;0.6941338791813668
2022-07-18;113.76000213623048;117.23999786376952;113.1500015258789;115.0;59115400;51.64913152532696;11.180782647048723;0.6932903208664928
2022-07-19;118.20999908447266;118.9499969482422;114.02999877929688;115.6999969482422;60990000;57.477055494369445;11.500995958247104;0.9859536917249214
2022-07-20;122.7699966430664;123.4800033569336;118.31999969482422;118.62000274658205;71268300;62.46919849955724;13.833580455833259;1.1488789372443555
2022-07-21;124.62999725341795;124.8499984741211;121.26000213623048;123.1999969482422;60239900;64.30974381007621;16.175684955797916;1.1097293706012332
2022-07-22;122.41999816894533;125.5;121.3499984741211;125.01000213623048;51463800;60.51250841329432;17.474396561611485;0.9258825533869498
2022-07-25;121.13999938964844;123.63999938964844;120.02999877929688;122.6999969482422;50221300;58.363041317867825;18.202909573857983;0.83515240141041
2022-07-26;114.80999755859376;118.1500015258789;114.52999877929688;115.79000091552734;67075100;49.07858204418908;18.1795671262146;0.5267681378772436
2022-07-27;120.97000122070312;121.9000015258789;117.16000366210938;117.30999755859376;61582000;56.35496236869784;17.885630564751622;0.7937041919814708
2022-07-28;122.27999877929688;122.83999633789062;118.08000183105467;121.56999969482422;82245500;57.738015881700115;17.931648154310814;0.8222285169074526
2022-07-29;134.9499969482422;137.64999389648438;132.41000366210938;134.89999389648438;148892900;68.22554121673394;21.371477052080557;1.216137745959643
2022-08-01;135.38999938964844;138.8300018310547;133.50999450683594;134.9600067138672;76846900;68.51772257231025;24.254051417467124;1.0944686926063691
2022-08-02;134.16000366210938;137.44000244140625;134.08999633789062;134.72000122070312;61922400;66.6720636954951;26.339505837134077;0.9706839875737848
2022-08-03;139.52000427246094;140.49000549316406;136.0500030517578;136.2100067138672;71827800;70.4123504727319;29.519762320948622;1.0307498149954615
2022-08-04;142.57000732421875;143.55999755859375;139.5500030517578;140.5800018310547;70585000;72.31623970486532;32.917194337712864;1.014150588559526
2022-08-05;140.8000030517578;142.86000061035156;139.60000610351562;140.10000610351562;50686900;69.52046231964576;34.7950428257671;0.9106608895943733
2022-08-08;139.41000366210938;144.22999572753906;138.2899932861328;142.0500030517578;52229000;67.31940182719629;35.1028712516568;0.8391303489567421
2022-08-09;137.8300018310547;138.9499969482422;136.2100067138672;138.0500030517578;40434700;64.8076692757565;33.96135560240476;0.776202427050426
2022-08-10;142.69000244140625;144.60000610351562;141.00999450683594;142.89999389648438;54773800;68.67877713665506;33.40271737658371;0.8534009775005391
2022-08-11;140.63999938964844;144.49000549316406;139.75999450683594;143.86000061035156;44867300;65.41036595227678;31.797189452722947;0.7804560537997971
2022-08-12;143.5500030517578;143.57000732421875;140.1199951171875;142.0500030517578;47643500;67.75613343033567;30.833427123876376;0.8209094628620276
2022-08-15;143.17999267578125;143.75999450683594;141.49000549316406;142.8000030517578;39014600;67.13271696497043;29.18337222331108;0.7875219971614928
2022-08-16;144.77999877929688;146.57000732421875;142.0;143.91000366210938;59102900;68.48312562489214;28.36510153938684;0.8000449191583315
2022-08-17;142.10000610351562;143.3800048828125;140.77999877929688;142.69000244140625;48149800;63.75780362169484;27.709714500885696;0.707012279830674
2022-08-18;142.3000030517578;142.77000427246094;140.3800048828125;141.32000732421875;37458700;63.957667892755765;27.142214948100413;0.6913445674246826
2022-08-19;138.22999572753906;141.11000061035156;137.91000366210938;140.47000122070312;47792800;57.061322659957604;25.595646474918706;0.5621647695425626
2022-08-22;133.22000122070312;136.32000732421875;132.85000610351562;135.72000122070312;50461500;49.92504726204699;23.543454101332166;0.3928103215142778
2022-08-23;133.6199951171875;134.99000549316406;132.9499969482422;133.41000366210938;36252100;50.457775925783984;18.475264453799067;0.3430793804747796
2022-08-24;133.8000030517578;135.47000122070312;132.10000610351562;132.75;38627000;50.71190276629039;14.99725238817219;0.2853270090697203
2022-08-25;137.27999877929688;137.4199981689453;134.27999877929688;135.25999450683594;37496300;55.467685943421884;10.612069571626842;0.38332886881673167
2022-08-26;130.75;137.8300018310547;130.5;136.5500030517578;53322700;46.41709349034871;11.577949686223434;-0.0003998337416397498
2022-08-29;129.7899932861328;131.9499969482422;128.77000427246094;129.89999389648438;48101600;45.248175908532836;12.763143117981132;0.0066845066548858936
2022-08-30;128.72999572753906;132.07000732421875;126.8499984741211;131.25;49203000;43.932622879834724;13.965857171749258;0.0074411285719545245
2022-08-31;126.7699966430664;130.58999633789062;126.73999786376952;129.4499969482422;53648700;41.52832965386565;15.75788728634578;0.0004418465394043546
2022-09-01;127.81999969482422;128.02000427246094;123.66000366210938;126.0;56636100;43.31796724420142;16.633515362248815;0.10270810625300125
2022-09-02;127.51000213623048;131.3800048828125;126.38999938964844;129.5;57429800;42.90048863565079;17.510854737415528;0.13563621997061487
2022-09-06;126.11000061035156;128.6199951171875;124.73999786376952;127.91999816894533;43888600;40.97965659104601;18.591515955131488;0.1259625874160205
2022-09-07;129.47999572753906;129.82000732421875;125.4000015258789;126.12000274658205;47900300;47.117611096889824;18.974028193332497;0.2801048354755231
2022-09-08;129.82000732421875;130.27999877929688;127.0999984741211;127.72000122070312;43988500;47.708495076413996;18.623923500625544;0.31416986627698557
2022-09-09;133.27000427246094;133.69000244140625;130.75999450683594;130.91000366210938;49387600;53.39836068106819;18.20120083418873;0.4657707470631959
2022-09-12;136.4499969482422;136.49000549316406;134.0;134.10000610351562;53826900;57.941128830392856;17.16059937188454;0.6176129333812068
2022-09-13;126.81999969482422;131.39999389648438;126.2699966430664;131.00999450683594;72694000;43.96440693317833;16.53947937851552;0.22198651244911785
2022-09-14;128.5500030517578;128.83999633789062;126.33000183105467;127.36000061035156;45316800;46.46290292269072;14.675260191070052;0.3158245218221995
2022-09-15;126.27999877929688;130.3699951171875;125.5;127.37999725341795;52887200;43.708992008733226;13.483213300701502;0.21481012950158151
2022-09-16;123.52999877929688;123.87000274658205;120.6999969482422;122.77999877929688;115667800;40.57168315770735;12.17117176618653;0.06764804030688958
2022-09-19;124.66000366210938;124.70999908447266;121.8000030517578;122.16000366210938;47279700;42.40118292053751;11.476882609208314;0.16057680474558975
2022-09-20;122.19000244140624;124.4000015258789;121.13999938964844;123.3499984741211;47698400;39.536117904241195;12.29515671348078;0.061005662477659456
2022-09-21;118.54000091552734;123.76000213623048;118.4499969482422;122.48999786376952;58498900;35.69750009526413;13.875411160239704;-0.05382281925362569
2022-09-22;117.30999755859376;118.79000091552734;116.26000213623048;117.08000183105467;55229200;34.482496709493816;15.315919256440525;-0.025728481265530137
2022-09-23;113.77999877929688;116.0500030517578;112.05999755859376;116.0;65126700;31.200390326143406;16.53611674292013;-0.10412459819617013
2022-09-26;115.1500015258789;117.33999633789062;113.12999725341795;113.3000030517578;62723300;33.83265307438846;18.03801232038423;0.0376155704103317
2022-09-27;114.41000366210938;118.31999969482422;113.0500030517578;117.1999969482422;60094700;33.09608382668618;19.468161929320722;0.07013727262694346
2022-09-28;118.01000213623048;118.6999969482422;113.8000030517578;114.37999725341795;55763800;39.945868961261404;19.895579825880173;0.24477241726587423
2022-09-29;114.8000030517578;116.06999969482422;113.05999755859376;115.5999984741211;58969700;36.37019198712669;20.980799102795793;0.15619985182477245
2022-09-30;113.0;116.91999816894533;112.83999633789062;114.08000183105467;59479600;34.50500850857124;22.17360487817682;0.13390001467577167
2022-10-03;115.87999725341795;116.91000366210938;112.4499969482422;113.58000183105467;50941900;39.82257672217221;22.555343894184578;0.2637656423018953
2022-10-04;121.08999633789062;123.0;119.79000091552734;119.88999938964844;62812600;48.04112279516558;22.443528554029534;0.46129839641022025
2022-10-05;120.9499969482422;121.75;117.69000244140624;118.58000183105467;48217500;47.85200399005494;21.841722564414194;0.47086878400903737
2022-10-06;120.3000030517578;121.52999877929688;119.5;120.7699966430664;42253800;46.928317962574944;21.066290577521094;0.4628660033346553
2022-10-07;114.55999755859376;118.16999816894533;113.87999725341795;118.0;54678000;39.64965840498011;19.644281705337306;0.2565858299525603
2022-10-10;113.66999816894533;116.25;112.43000030517578;115.0999984741211;42339700;38.648705925483334;16.02720090063534;0.21183622483894324
2022-10-11;112.20999908447266;115.4800033569336;110.38999938964844;112.70999908447266;56432200;36.99861805976269;15.756946429844815;0.16599824726017678
2022-10-12;112.9000015258789;113.83000183105467;111.4000015258789;112.48999786376952;45728700;38.33850722518599;14.256659423867578;0.21617690107317064
2022-10-13;112.52999877929688;113.44000244140624;105.3499984741211;107.87999725341795;86868100;37.87335872518313;13.117946223380148;0.21041772304777356
2022-10-14;106.9000015258789;114.95999908447266;106.5999984741211;114.0999984741211;67737300;31.592387642085697;14.178859293828266;-0.061222802191005524
2022-10-17;113.79000091552734;114.19000244140624;110.08999633789062;110.11000061035156;62782000;43.862341989970986;12.620329470290178;0.3760360471870204
2022-10-18;116.36000061035156;119.5199966430664;114.79000091552734;119.05999755859376;65607400;47.635249222974764;11.543953728558927;0.5791076321267523
2022-10-19;115.06999969482422;116.58999633789062;113.22000122070312;114.70999908447266;47198100;45.965335991950184;11.270637597606;0.49510643913878155
2022-10-20;115.25;118.23999786376952;113.51000213623048;113.83000183105467;48795100;46.24849085990444;11.147678335460087;0.5171173695893153
2022-10-21;119.31999969482422;119.58999633789062;114.5;114.79000091552734;55660500;52.33113248992393;11.527409629343097;0.8018740083209936
2022-10-24;119.81999969482422;120.38999938964844;116.56999969482422;119.9800033569336;49531500;53.03427428974311;11.994952813807691;0.8087504443077133
2022-10-25;120.5999984741211;121.31999969482422;118.9499969482422;119.6500015258789;50934600;54.16998235124577;12.508483021768177;0.8277519035550105
2022-10-26;115.66000366210938;119.3499984741211;114.76000213623048;116.0;68802300;46.500583458119955;12.403684605791494;0.4949149881686089
2022-10-27;110.95999908447266;114.12000274658205;109.7699966430664;113.91999816894533;129605400;40.60959985377874;12.924852323782988;0.19324006944067249
2022-10-28;103.41000366210938;103.95999908447266;97.66000366210938;97.91000366210938;223133400;33.30947496664008;15.833242953407703;-0.13956072857609675
2022-10-31;102.44000244140624;104.87000274658205;100.73999786376952;103.55999755859376;99251400;32.50110534053637;18.57713249421568;-0.06232165190524171
2022-11-01;96.79000091552734;104.58000183105467;96.05999755859376;103.98999786376952;153370000;28.20710836463671;22.350349226567403;-0.1477393434948731
2022-11-02;92.12000274658205;97.73999786376952;92.01000213623048;97.31999969482422;135761800;25.238946049683136;27.04074702715804;-0.14914816378988519
2022-11-03;89.30000305175781;93.5;89.0199966430664;92.47000122070312;136683300;23.622462523969418;31.678198784737717;-0.09829829040245325
2022-11-04;90.9800033569336;92.44000244140624;88.04000091552734;91.48999786376952;129101300;26.637009636928582;35.241983844980005;0.03081044845395059
2022-11-07;90.52999877929688;92.0999984741211;89.04000091552734;91.9499969482422;77495700;26.33715037925481;38.342456477397704;0.08122118452175647
2022-11-08;89.9800033569336;91.72000122070312;88.2300033569336;90.79000091552734;88703400;25.95261182312059;41.16276390299373;0.11863229601076511
2022-11-09;86.13999938964844;89.4800033569336;85.87000274658203;89.47000122070312;90796200;23.385338808891532;44.60927493047585;0.09041460274648763
2022-11-10;96.62999725341795;98.69000244140624;91.6500015258789;92.94000244140624;173414900;40.655607156810795;45.05681149683977;0.33084213145055846
2022-11-11;100.79000091552734;101.19000244140624;96.66000366210938;97.87999725341795;111590500;45.86698336966493;45.24888475930713;0.4256884941132112
2022-11-14;98.48999786376952;100.12000274658205;97.29000091552734;98.7699966430664;99533100;43.58791071284023;45.022265629146304;0.39183141819167305
2022-11-15;98.94000244140624;103.79000091552734;97.33999633789062;103.20999908447266;111336300;44.172404792299304;44.05819321938058;0.4177326886040403
2022-11-16;97.12000274658205;98.48999786376952;95.54000091552734;96.8499984741211;87958800;42.26506302299007;43.218440234154116;0.3944193927093681
2022-11-17;94.8499984741211;96.97000122070312;94.02999877929688;95.37000274658205;82617900;39.94812750906805;42.234491128280524;0.361487438088198
2022-11-18;94.13999938964844;95.98999786376952;92.4800033569336;95.9499969482422;72428200;39.22386073659043;39.49519849433555;0.36397852603783937
2022-11-21;92.45999908447266;95.0199966430664;90.58999633789062;93.97000122070312;84330300;37.49175591684914;35.63598609383685;0.3382228817296729
2022-11-22;93.1999969482422;93.3499984741211;90.87000274658205;92.62000274658205;62192000;38.77427419370049;29.371023648690198;0.37519094806744085
2022-11-23;94.12999725341795;94.58000183105467;92.83000183105467;93.23999786376952;59414700;40.42852711397947;23.56349898808025;0.431686573673191
2022-11-25;93.41000366210938;94.43000030517578;93.06999969482422;93.79000091552734;35088600;39.53786815709708;18.661768390657635;0.4218484799020073
